"cable_style","nc","cc","xa","ne","xae","od","br","wght","ct","core_con","mt"
TG,1,c,"313",0,0.00,0.970,2.91,1196,p,,1302
TG,1,c,"373",0,0.00,1.025,3.08,1393,p,,1302
TG,1,c,"4",0,0.00,0.435,1.31,184,p,,1302
TG,1,c,"4/0",0,0.00,0.800,2.40,784,p,,1302
TG,1,c,"444",0,0.00,1.105,3.32,1601,p,,1302
TG,1,c,"535",0,0.00,1.205,3.62,1951,p,,1302
TG,1,c,"6",0,0.00,0.385,1.16,129,p,,1302
TG,1,c,"646",0,0.00,1.280,3.84,2288,p,,1302
TG,1,c,"777",0,0.00,1.380,4.14,2762,p,,1302
TG,1,c,"8",0,0.00,0.345,1.04,91,p,,1302
TG,2,c,"10",0,0.00,0.465,1.40,149,p,,1302
TG,2,c,"12",0,0.00,0.415,1.25,109,p,,1302
TG,2,c,"14",0,0.00,0.380,1.14,84,p,,1302
TG,2,c,"16",0,0.00,0.350,1.05,66,p,,1302
TG,2,c,"2",0,0.00,0.975,2.93,759,p,,1302
TG,2,c,"4",0,0.00,0.810,2.43,499,p,,1302
TG,2,c,"6",0,0.00,0.710,2.13,356,p,,1302
TG,2,c,"8",0,0.00,0.630,1.89,256,p,,1302
TG,3,c,"1",0,0.00,1.155,3.47,1218,p,,1302
TG,3,c,"1/0",0,0.00,1.240,3.72,1479,p,,1302
TG,3,c,"10",0,0.00,0.495,1.49,185,p,,1302
TG,3,c,"12",0,0.00,0.440,1.32,133,p,,1302
TG,3,c,"14",0,0.00,0.400,1.20,101,p,,1302
TG,3,c,"16",0,0.00,0.370,1.11,77,p,,1302
TG,3,c,"2",0,0.00,1.030,3.09,973,p,,1302
TG,3,c,"2/0",0,0.00,1.345,4.04,1808,p,,1302
TG,3,c,"262",0,0.00,1.880,5.64,3521,p,,1302
TG,3,c,"3/0",0,0.00,1.455,4.37,2210,p,,1302
TG,3,c,"313",0,0.00,1.955,5.87,4102,p,,1302
TG,3,c,"373",0,0.00,2.070,6.21,4773,p,,1302
TG,3,c,"4",0,0.00,0.905,2.72,673,p,,1302
TG,3,c,"4/0",0,0.00,1.615,4.85,2709,p,,1302
TG,3,c,"6",0,0.00,0.750,2.25,446,p,,1302
TG,3,c,"8",0,0.00,0.665,2.00,315,p,,1302
TG,4,c,"1",0,0.00,1.265,3.80,1537,p,,1302
TG,4,c,"1/0",0,0.00,1.360,4.08,1872,p,,1302
TG,4,c,"10",0,0.00,0.575,1.73,246,p,,1302
TG,4,c,"12",0,0.00,0.480,1.44,163,p,,1302
TG,4,c,"14",0,0.00,0.435,1.31,122,p,,1302
TG,4,c,"16",0,0.00,0.400,1.20,92,p,,1302
TG,4,c,"2",0,0.00,1.130,3.39,1225,p,,1302
TG,4,c,"2/0",0,0.00,1.480,4.44,2294,p,,1302
TG,4,c,"262",0,0.00,2.065,6.20,4470,p,,1302
TG,4,c,"3/0",0,0.00,1.600,4.80,2813,p,,1302
TG,4,c,"4",0,0.00,0.985,2.96,839,p,,1302
TG,4,c,"4/0",0,0.00,1.850,5.55,3565,p,,1302
TG,4,c,"6",0,0.00,0.820,2.46,556,p,,1302
TG,4,c,"8",0,0.00,0.725,2.18,389,p,,1302
TG,5,c,"1",0,0.00,1.400,4.20,1873,p,,1302
TG,5,c,"10",0,0.00,0.630,1.89,295,p,,1302
TG,5,c,"12",0,0.00,0.560,1.68,212,p,,1302
TG,5,c,"14",0,0.00,0.480,1.44,145,p,,1302
TG,5,c,"16",0,0.00,0.435,1.31,109,p,,1302
TG,5,c,"2",0,0.00,1.250,3.75,1491,p,,1302
TG,5,c,"4",0,0.00,1.085,3.26,1017,p,,1302
TG,5,c,"6",0,0.00,0.950,2.85,712,p,,1302
TG,5,c,"8",0,0.00,0.800,2.40,468,p,,1302
TG,7,c,"14",0,0.00,0.520,1.56,168,p,,1302
TG,7,c,"16",0,0.00,0.470,1.41,124,p,,1302
TG,12,c,"14",0,0.00,0.710,2.13,304,p,,1302
TG,12,c,"16",0,0.00,0.645,1.94,226,p,,1302
TG,19,c,"14",0,0.00,0.830,2.49,430,p,,1302
TG,19,c,"16",0,0.00,0.750,2.25,313,p,,1302
TG,24,c,"14",0,0.00,1.010,3.03,625,p,,1302
TG,24,c,"16",0,0.00,0.915,2.75,464,p,,1302
TG,27,c,"14",0,0.00,1.030,3.09,650,p,,1302
TG,27,c,"16",0,0.00,0.935,2.81,478,p,,1302
TG,33,c,"14",0,0.00,1.110,3.33,763,p,,1302
TG,33,c,"16",0,0.00,1.000,3.00,557,p,,1302
TG,37,c,"14",0,0.00,1.150,3.45,827,p,,1302
TG,37,c,"16",0,0.00,1.035,3.11,601,p,,1302
TK,4,c,"10",1,14.00,0.700,4.20,360,p,,1302
TK,4,c,"12",1,14.00,0.630,3.80,280,p,,1302
TK,4,c,"14",1,14.00,0.600,3.60,239,p,,1302
TK,4,c,"4",1,14.00,1.115,6.70,986,p,,1302
TK,4,c,"6",1,14.00,0.955,5.70,700,p,,1302
TK,4,c,"8",1,14.00,0.820,4.90,497,p,,1302
TN,1,c,"1",0,0.00,0.456,1.80,307,p,,1302
TN,1,c,"1/0",0,0.00,0.496,2.00,380,p,,1302
TN,1,c,"10",0,0.00,0.169,0.70,40,p,,1302
TN,1,c,"1000",0,0.00,1.348,5.40,3340,p,,1302
TN,1,c,"12",0,0.00,0.134,0.50,25,p,,1302
TN,1,c,"14",0,0.00,0.116,0.50,17,p,,1302
TN,1,c,"16",0,0.00,0.100,0.40,11,p,,1302
TN,1,c,"18",0,0.00,0.089,0.40,8,p,,1302
TN,1,c,"2",0,0.00,0.398,1.60,240,p,,1302
TN,1,c,"2/0",0,0.00,0.546,2.20,471,p,,1302
TN,1,c,"250",0,0.00,0.745,3.00,868,p,,1302
TN,1,c,"3/0",0,0.00,0.596,2.40,585,p,,1302
TN,1,c,"350",0,0.00,0.845,3.40,1200,p,,1302
TN,1,c,"4",0,0.00,0.338,1.40,157,p,,1302
TN,1,c,"4/0",0,0.00,0.671,2.70,738,p,,1302
TN,1,c,"500",0,0.00,0.965,3.90,1670,p,,1302
TN,1,c,"6",0,0.00,0.265,1.10,100,p,,1302
TN,1,c,"750",0,0.00,1.168,4.70,2530,p,,1302
TN,1,c,"8",0,0.00,0.225,0.90,65,p,,1302
TP,2,c,"10",0,0.00,0.445,1.80,141,p,,1302
TP,2,c,"12",0,0.00,0.375,1.50,95,p,,1302
TP,2,c,"14",0,0.00,0.335,1.30,71,p,,1302
TP,2,c,"16",0,0.00,0.305,1.20,54,p,,1302
TP,2,c,"18",0,0.00,0.285,1.10,44,p,,1302
TP,3,c,"1",0,0.00,1.165,4.70,1249,p,,1302
TP,3,c,"10",0,0.00,0.470,1.90,178,p,,1302
TP,3,c,"12",0,0.00,0.395,1.60,118,p,,1302
TP,3,c,"14",0,0.00,0.355,1.40,87,p,,1302
TP,3,c,"16",0,0.00,0.320,1.30,65,p,,1302
TP,3,c,"18",0,0.00,0.295,1.20,52,p,,1302
TP,3,c,"2",0,0.00,1.040,4.20,992,p,,1302
TP,3,c,"4",0,0.00,0.910,3.60,689,p,,1302
TP,3,c,"6",0,0.00,0.710,2.80,429,p,,1302
TP,4,c, 1/0,0,0.00,1.375,5.50,1919,p,,1302
TP,4,c, 2/0,0,0.00,1.495,6.00,2346,p,,1302
TP,4,c, 3/0,0,0.00,1.615,6.50,2868,p,,1302
TP,4,c, 4/0,0,0.00,1.865,7.50,3689,p,,1302
TP,4,c,"1",0,0.00,1.280,5.10,1581,p,,1302
TP,4,c,"10",0,0.00,0.510,2.00,222,p,,1302
TP,4,c,"12",0,0.00,0.425,1.70,147,p,,1302
TP,4,c,"14",0,0.00,0.385,1.50,107,p,,1302
TP,4,c,"16",0,0.00,0.345,1.40,79,p,,1302
TP,4,c,"18",0,0.00,0.320,1.30,62,p,,1302
TP,4,c,"2",0,0.00,1.140,4.60,1253,p,,1302
TP,4,c,"250",0,0.00,2.040,8.20,4329,p,,1302
TP,4,c,"300",0,0.00,2.145,8.60,5047,p,,1302
TP,4,c,"350",0,0.00,2.280,9.10,5845,p,,1302
TP,4,c,"4",0,0.00,0.995,4.00,864,p,,1302
TP,4,c,"400",0,0.00,2.350,9.40,6492,p,,1302
TP,4,c,"500",0,0.00,2.565,10.30,7964,p,,1302
TP,4,c,"6",0,0.00,0.775,3.10,539,p,,1302
TP,4,c,"8",0,0.00,0.680,2.70,373,p,,1302
TP,5,c,"10",0,0.00,0.595,2.40,286,p,,1302
TP,5,c,"12",0,0.00,0.465,1.90,177,p,,1302
TP,5,c,"14",0,0.00,0.420,1.70,128,p,,1302
TP,5,c,"16",0,0.00,0.375,1.50,94,p,,1302
TP,5,c,"18",0,0.00,0.345,1.40,73,p,,1302
TP,5,c,"2",0,0.00,1.260,5.00,1528,p,,1302
TP,5,c,"4",0,0.00,1.095,4.40,1049,p,,1302
TP,5,c,"6",0,0.00,0.900,3.60,690,p,,1302
TP,5,c,"8",0,0.00,0.745,3.00,451,p,,1302
TP,6,c,"12",0,0.00,0.505,2.00,208,p,,1302
TP,6,c,"14",0,0.00,0.455,1.80,150,p,,1302
TP,6,c,"16",0,0.00,0.405,1.60,109,p,,1302
TP,6,c,"18",0,0.00,0.370,1.50,84,p,,1302
TP,7,c,"10",0,0.00,0.650,2.60,348,p,,1302
TP,7,c,"12",0,0.00,0.505,2.00,215,p,,1302
TP,7,c,"14",0,0.00,0.455,1.80,154,p,,1302
TP,7,c,"16",0,0.00,0.405,1.60,111,p,,1302
TP,7,c,"18",0,0.00,0.370,1.50,85,p,,1302
TP,8,c,"14",0,0.00,0.490,2.00,177,p,,1302
TP,8,c,"16",0,0.00,0.435,1.70,127,p,,1302
TP,8,c,"18",0,0.00,0.400,1.60,97,p,,1302
TP,9,c,"10",0,0.00,0.750,3.00,458,p,,1302
TP,9,c,"12",0,0.00,0.625,2.50,302,p,,1302
TP,9,c,"14",0,0.00,0.525,2.10,202,p,,1302
TP,9,c,"16",0,0.00,0.465,1.90,145,p,,1302
TP,9,c,"18",0,0.00,0.425,1.70,110,p,,1302
TP,10,c,"14",0,0.00,0.605,2.40,256,p,,1302
TP,10,c,"16",0,0.00,0.505,2.00,171,p,,1302
TP,10,c,"18",0,0.00,0.460,1.80,131,p,,1302
TP,12,c,"10",0,0.00,0.885,3.50,622,p,,1302
TP,12,c,"12",0,0.00,0.695,2.80,384,p,,1302
TP,12,c,"14",0,0.00,0.620,2.50,276,p,,1302
TP,12,c,"16",0,0.00,0.520,2.10,183,p,,1302
TP,12,c,"18",0,0.00,0.475,1.90,138,p,,1302
TP,14,c,"16",0,0.00,0.580,2.30,223,p,,1302
TP,14,c,"18",0,0.00,0.500,2.00,155,p,,1302
TP,15,c,"16",0,0.00,0.610,2.40,247,p,,1302
TP,15,c,"18",0,0.00,0.525,2.10,172,p,,1302
TP,16,c,"12",0,0.00,0.770,3.10,491,p,,1302
TP,16,c,"14",0,0.00,0.685,2.70,349,p,,1302
TP,16,c,"16",0,0.00,0.610,2.40,249,p,,1302
TP,16,c,"18",0,0.00,0.525,2.10,173,p,,1302
TP,18,c,"14",0,0.00,0.720,2.90,389,p,,1302
TP,18,c,"16",0,0.00,0.640,2.60,277,p,,1302
TP,18,c,"18",0,0.00,0.585,2.30,210,p,,1302
TP,19,c,"10",0,0.00,1.030,4.10,905,p,,1302
TP,19,c,"12",0,0.00,0.810,3.20,561,p,,1302
TP,19,c,"14",0,0.00,0.720,2.90,396,p,,1302
TP,19,c,"16",0,0.00,0.640,2.60,281,p,,1302
TP,19,c,"18",0,0.00,0.585,2.30,212,p,,1302
TP,20,c,"12",0,0.00,0.895,3.60,646,p,,1302
TP,20,c,"16",0,0.00,0.670,2.70,308,p,,1302
TP,20,c,"18",0,0.00,0.610,2.40,232,p,,1302
TP,25,c,"12",0,0.00,0.990,4.00,801,p,,1302
TP,25,c,"14",0,0.00,0.835,3.30,538,p,,1302
TP,25,c,"16",0,0.00,0.740,3.00,381,p,,1302
TP,25,c,"18",0,0.00,0.675,2.70,286,p,,1302
TP,27,c,"16",0,0.00,0.755,3.00,393,p,,1302
TP,27,c,"18",0,0.00,0.685,2.70,294,p,,1302
TP,30,c,"12",0,0.00,1.040,4.20,908,p,,1302
TP,30,c,"14",0,0.00,0.925,3.70,644,p,,1302
TP,30,c,"16",0,0.00,0.780,3.10,427,p,,1302
TP,30,c,"18",0,0.00,0.710,2.80,318,p,,1302
TP,34,c,"16",0,0.00,0.885,3.50,542,p,,1302
TP,34,c,"18",0,0.00,0.760,3.00,379,p,,1302
TP,37,c,"12",0,0.00,1.120,4.50,1083,p,,1302
TP,37,c,"14",0,0.00,0.995,4.00,764,p,,1302
TP,37,c,"16",0,0.00,0.885,3.50,540,p,,1302
TP,37,c,"18",0,0.00,0.760,3.00,375,p,,1302
TP,40,c,"16",0,0.00,0.915,3.70,583,p,,1302
TP,40,c,"18",0,0.00,0.790,3.20,405,p,,1302
TP,41,c,"16",0,0.00,0.945,3.80,628,p,,1302
TP,41,c,"18",0,0.00,0.815,3.30,439,p,,1302
TP,50,c,"16",0,0.00,1.025,4.10,739,p,,1302
TP,50,c,"18",0,0.00,0.930,3.70,553,p,,1302
TP,61,c,"16",0,0.00,1.085,4.30,841,p,,1302
TP,61,c,"18",0,0.00,0.985,3.90,623,p,,1302
TR,2,c,"10",0,0.00,0.495,3.00,193,p,,1302
TR,2,c,"12",0,0.00,0.425,2.60,141,p,,1302
TR,2,c,"14",0,0.00,0.385,2.30,114,p,,1302
TR,2,c,"16",0,0.00,0.355,2.10,93,p,,1302
TR,2,c,"18",0,0.00,0.335,2.00,80,p,,1302
TR,3,c,"1",0,0.00,1.215,7.30,1316,p,,1302
TR,3,c,"10",0,0.00,0.520,3.10,231,p,,1302
TR,3,c,"12",0,0.00,0.455,2.70,165,p,,1302
TR,3,c,"14",0,0.00,0.405,2.40,131,p,,1302
TR,3,c,"16",0,0.00,0.370,2.20,105,p,,1302
TR,3,c,"18",0,0.00,0.345,2.10,89,p,,1302
TR,3,c,"2",0,0.00,1.090,6.50,1063,p,,1302
TR,3,c,"4",0,0.00,0.960,5.80,761,p,,1302
TR,3,c,"6",0,0.00,0.760,4.60,495,p,,1302
TR,4,c, 1/0,0,0.00,1.425,8.60,1986,p,,1302
TR,4,c, 2/0,0,0.00,1.545,9.30,2405,p,,1302
TR,4,c, 3/0,0,0.00,1.665,10.00,2917,p,,1302
TR,4,c, 4/0,0,0.00,1.915,11.50,3721,p,,1302
TR,4,c,"1",0,0.00,1.330,8.00,1651,p,,1302
TR,4,c,"10",0,0.00,0.595,3.60,296,p,,1302
TR,4,c,"12",0,0.00,0.475,2.90,197,p,,1302
TR,4,c,"14",0,0.00,0.435,2.60,153,p,,1302
TR,4,c,"16",0,0.00,0.395,2.40,121,p,,1302
TR,4,c,"18",0,0.00,0.370,2.20,101,p,,1302
TR,4,c,"2",0,0.00,1.190,7.10,1328,p,,1302
TR,4,c,"250",0,0.00,2.090,12.50,4336,p,,1302
TR,4,c,"300",0,0.00,2.195,13.20,5036,p,,1302
TR,4,c,"350",0,0.00,2.330,14.00,5809,p,,1302
TR,4,c,"4",0,0.00,1.045,6.30,940,p,,1302
TR,4,c,"400",0,0.00,2.400,14.40,6442,p,,1302
TR,4,c,"500",0,0.00,2.615,15.70,7866,p,,1302
TR,4,c,"6",0,0.00,0.825,5.00,609,p,,1302
TR,4,c,"8",0,0.00,0.730,4.40,440,p,,1302
TR,5,c,"10",0,0.00,0.645,3.90,351,p,,1302
TR,5,c,"12",0,0.00,0.515,3.10,232,p,,1302
TR,5,c,"14",0,0.00,0.470,2.80,179,p,,1302
TR,5,c,"16",0,0.00,0.425,2.60,140,p,,1302
TR,5,c,"18",0,0.00,0.395,2.40,116,p,,1302
TR,5,c,"2",0,0.00,1.310,7.90,1620,p,,1302
TR,5,c,"4",0,0.00,1.145,6.90,1139,p,,1302
TR,5,c,"6",0,0.00,0.950,5.70,773,p,,1302
TR,5,c,"8",0,0.00,0.795,4.80,527,p,,1302
TR,6,c,"12",0,0.00,0.590,3.50,280,p,,1302
TR,6,c,"14",0,0.00,0.505,3.00,201,p,,1302
TR,6,c,"16",0,0.00,0.455,2.70,156,p,,1302
TR,6,c,"18",0,0.00,0.420,2.50,129,p,,1302
TR,7,c,"10",0,0.00,0.700,4.20,433,p,,1302
TR,7,c,"12",0,0.00,0.590,3.50,301,p,,1302
TR,7,c,"14",0,0.00,0.505,3.00,215,p,,1302
TR,7,c,"16",0,0.00,0.445,2.70,165,p,,1302
TR,7,c,"18",0,0.00,0.420,2.50,135,p,,1302
TR,8,c,"14",0,0.00,0.575,3.50,260,p,,1302
TR,8,c,"16",0,0.00,0.485,2.90,186,p,,1302
TR,8,c,"18",0,0.00,0.450,2.70,151,p,,1302
TR,9,c,"10",0,0.00,0.800,4.80,559,p,,1302
TR,9,c,"12",0,0.00,0.675,4.10,385,p,,1302
TR,9,c,"14",0,0.00,0.610,3.70,292,p,,1302
TR,9,c,"16",0,0.00,0.515,3.10,209,p,,1302
TR,9,c,"18",0,0.00,0.475,2.90,169,p,,1302
TR,10,c,"14",0,0.00,0.655,3.90,337,p,,1302
TR,10,c,"16",0,0.00,0.590,3.50,259,p,,1302
TR,10,c,"18",0,0.00,0.510,3.10,195,p,,1302
TR,12,c,"10",0,0.00,0.935,5.60,737,p,,1302
TR,12,c,"12",0,0.00,0.745,4.50,477,p,,1302
TR,12,c,"14",0,0.00,0.670,4.00,358,p,,1302
TR,12,c,"16",0,0.00,0.605,3.60,272,p,,1302
TR,12,c,"18",0,0.00,0.525,3.20,203,p,,1302
TR,14,c,"16",0,0.00,0.630,3.80,299,p,,1302
TR,14,c,"18",0,0.00,0.580,3.50,239,p,,1302
TR,15,c,"16",0,0.00,0.660,4.00,328,p,,1302
TR,15,c,"18",0,0.00,0.605,3.60,262,p,,1302
TR,16,c,"12",0,0.00,0.820,4.90,593,p,,1302
TR,16,c,"14",0,0.00,0.735,4.40,439,p,,1302
TR,16,c,"16",0,0.00,0.660,4.00,329,p,,1302
TR,16,c,"18",0,0.00,0.605,3.60,262,p,,1302
TR,18,c,"14",0,0.00,0.770,4.60,485,p,,1302
TR,18,c,"16",0,0.00,0.690,4.10,362,p,,1302
TR,18,c,"18",0,0.00,0.635,3.80,286,p,,1302
TR,19,c,"10",0,0.00,1.080,6.50,1039,p,,1302
TR,19,c,"12",0,0.00,0.905,5.40,703,p,,1302
TR,19,c,"14",0,0.00,0.770,4.60,491,p,,1302
TR,19,c,"16",0,0.00,0.690,4.10,365,p,,1302
TR,19,c,"18",0,0.00,0.635,3.80,288,p,,1302
TR,20,c,"12",0,0.00,0.945,5.70,762,p,,1302
TR,20,c,"16",0,0.00,0.720,4.30,397,p,,1302
TR,20,c,"18",0,0.00,0.660,4.00,313,p,,1302
TR,25,c,"12",0,0.00,1.040,6.20,930,p,,1302
TR,25,c,"14",0,0.00,0.930,5.60,686,p,,1302
TR,25,c,"16",0,0.00,0.790,4.70,480,p,,1302
TR,25,c,"18",0,0.00,0.725,4.40,376,p,,1302
TR,27,c,"16",0,0.00,0.805,4.80,494,p,,1302
TR,27,c,"18",0,0.00,0.735,4.40,385,p,,1302
TR,30,c,"12",0,0.00,1.090,6.50,1044,p,,1302
TR,30,c,"14",0,0.00,0.975,5.90,764,p,,1302
TR,30,c,"16",0,0.00,0.830,5.00,531,p,,1302
TR,30,c,"18",0,0.00,0.760,4.60,412,p,,1302
TR,34,c,"16",0,0.00,0.935,5.60,657,p,,1302
TR,34,c,"18",0,0.00,0.810,4.90,481,p,,1302
TR,37,c,"12",0,0.00,1.170,7.00,1229,p,,1302
TR,37,c,"14",0,0.00,1.045,6.30,892,p,,1302
TR,37,c,"16",0,0.00,0.935,5.60,654,p,,1302
TR,37,c,"18",0,0.00,0.810,4.90,476,p,,1302
TR,40,c,"16",0,0.00,0.965,5.80,700,p,,1302
TR,40,c,"18",0,0.00,0.885,5.30,544,p,,1302
TR,41,c,"16",0,0.00,0.995,6.00,751,p,,1302
TR,41,c,"18",0,0.00,0.910,5.50,584,p,,1302
TR,50,c,"16",0,0.00,1.075,6.50,874,p,,1302
TR,50,c,"18",0,0.00,0.980,5.90,674,p,,1302
TR,61,c,"16",0,0.00,1.135,6.80,981,p,,1302
TR,61,c,"18",0,0.00,1.035,6.20,751,p,,1302
TS,1,c,"1",0,0.00,0.650,2.60,426,p,,1302
TS,1,c,"1/0",0,0.00,0.690,2.76,508,p,,1302
TS,1,c,"10",0,0.00,0.350,1.40,94,p,,1302
TS,1,c,"1111",0,0.00,1.760,7.04,4200,p,,1302
TS,1,c,"2",0,0.00,0.595,2.38,350,p,,1302
TS,1,c,"2/0",0,0.00,0.740,2.96,610,p,,1302
TS,1,c,"262",0,0.00,1.000,4.00,1135,p,,1302
TS,1,c,"3/0",0,0.00,0.790,3.16,734,p,,1302
TS,1,c,"313",0,0.00,1.035,4.14,1316,p,,1302
TS,1,c,"373",0,0.00,1.090,4.36,1521,p,,1302
TS,1,c,"4",0,0.00,0.500,2.00,238,p,,1302
TS,1,c,"4/0",0,0.00,0.910,3.64,922,p,,1302
TS,1,c,"444",0,0.00,1.170,4.68,1739,p,,1302
TS,1,c,"535",0,0.00,1.270,5.08,2102,p,,1302
TS,1,c,"6",0,0.00,0.450,1.80,177,p,,1302
TS,1,c,"646",0,0.00,1.345,5.38,2449,p,,1302
TS,1,c,"777",0,0.00,1.445,5.78,2937,p,,1302
TS,1,c,"8",0,0.00,0.410,1.64,133,p,,1302
TS,2,c,"10",0,0.00,0.560,2.24,212,p,,1302
TS,2,c,"12",0,0.00,0.480,1.92,152,p,,1302
TS,2,c,"14",0,0.00,0.440,1.76,124,p,,1302
TS,2,c,"16",0,0.00,0.410,1.64,103,p,,1302
TS,2,c,"2",0,0.00,1.035,4.14,818,p,,1302
TS,2,c,"4",0,0.00,0.915,3.66,595,p,,1302
TS,2,c,"6",0,0.00,0.770,3.08,413,p,,1302
TS,2,c,"8",0,0.00,0.690,2.76,311,p,,1302
TS,3,c,"1",0,0.00,1.215,4.86,1271,p,,1302
TS,3,c,"1/0",0,0.00,1.300,5.20,1526,p,,1302
TS,3,c,"10",0,0.00,0.590,2.36,249,p,,1302
TS,3,c,"12",0,0.00,0.500,2.00,176,p,,1302
TS,3,c,"14",0,0.00,0.465,1.86,141,p,,1302
TS,3,c,"16",0,0.00,0.430,1.72,115,p,,1302
TS,3,c,"2",0,0.00,1.095,4.38,1031,p,,1302
TS,3,c,"2/0",0,0.00,1.410,5.64,1847,p,,1302
TS,3,c,"262",0,0.00,1.940,7.76,3500,p,,1302
TS,3,c,"3/0",0,0.00,1.515,6.06,2238,p,,1302
TS,3,c,"313",0,0.00,2.015,8.06,4068,p,,1302
TS,3,c,"373",0,0.00,2.135,8.54,4714,p,,1302
TS,3,c,"4",0,0.00,0.965,3.86,733,p,,1302
TS,3,c,"4/0",0,0.00,1.675,6.70,2716,p,,1302
TS,3,c,"6",0,0.00,0.810,3.24,503,p,,1302
TS,3,c,"8",0,0.00,0.725,2.90,370,p,,1302
TS,4,c,"1",0,0.00,1.325,5.30,1592,p,,1302
TS,4,c,"1/0",0,0.00,1.425,5.70,1921,p,,1302
TS,4,c,"10",0,0.00,0.635,2.54,298,p,,1302
TS,4,c,"12",0,0.00,0.575,2.30,227,p,,1302
TS,4,c,"14",0,0.00,0.500,2.00,165,p,,1302
TS,4,c,"16",0,0.00,0.460,1.84,133,p,,1302
TS,4,c,"2",0,0.00,1.190,4.76,1286,p,,1302
TS,4,c,"2/0",0,0.00,1.545,6.18,2333,p,,1302
TS,4,c,"262",0,0.00,2.130,8.52,4441,p,,1302
TS,4,c,"3/0",0,0.00,1.665,6.66,2840,p,,1302
TS,4,c,"4",0,0.00,1.050,4.20,903,p,,1302
TS,4,c,"4/0",0,0.00,1.910,7.64,3572,p,,1302
TS,4,c,"6",0,0.00,0.930,3.72,655,p,,1302
TS,4,c,"8",0,0.00,0.785,3.14,448,p,,1302
TS,5,c,"1",0,0.00,1.465,5.86,1946,p,,1302
TS,5,c,"10",0,0.00,0.690,2.76,354,p,,1302
TS,5,c,"12",0,0.00,0.620,2.48,267,p,,1302
TS,5,c,"14",0,0.00,0.575,2.30,211,p,,1302
TS,5,c,"16",0,0.00,0.495,1.98,155,p,,1302
TS,5,c,"2",0,0.00,1.310,5.24,1568,p,,1302
TS,5,c,"4",0,0.00,1.150,4.60,1094,p,,1302
TS,5,c,"6",0,0.00,1.015,4.06,787,p,,1302
TS,5,c,"8",0,0.00,0.905,3.62,573,p,,1302
TS,7,c,"14",0,0.00,0.615,2.46,249,p,,1302
TS,7,c,"16",0,0.00,0.565,2.26,198,p,,1302
TS,12,c,"14",0,0.00,0.775,3.10,391,p,,1302
TS,12,c,"16",0,0.00,0.705,2.82,304,p,,1302
TS,19,c,"14",0,0.00,0.935,3.74,568,p,,1302
TS,19,c,"16",0,0.00,0.810,3.24,403,p,,1302
TS,24,c,"14",0,0.00,1.075,4.30,749,p,,1302
TS,24,c,"16",0,0.00,0.975,3.90,575,p,,1302
TS,27,c,"14",0,0.00,1.095,4.38,775,p,,1302
TS,27,c,"16",0,0.00,0.995,3.98,590,p,,1302
TS,33,c,"14",0,0.00,1.170,4.68,897,p,,1302
TS,33,c,"16",0,0.00,1.060,4.24,677,p,,1302
TS,37,c,"14",0,0.00,1.210,4.84,966,p,,1302
TS,37,c,"16",0,0.00,1.100,4.40,725,p,,1302
TV,3,c, 1/0,3,10.00,1.300,7.80,1587,p,,1302
TV,3,c, 2/0,3,10.00,1.400,8.50,1899,p,,1302
TV,3,c, 3/0,3,8.00,1.600,9.60,2581,p,,1302
TV,3,c, 4/0,3,8.00,1.800,10.60,3015,p,,1302
TV,3,c,"1",3,10.00,1.200,7.40,1343,p,,1302
TV,3,c,"2",3,10.00,1.100,6.60,1033,p,,1302
TV,3,c,"250",3,6.00,1.900,11.40,3342,p,,1302
TV,3,c,"300",3,6.00,2.000,12.00,4025,p,,1302
TV,3,c,"350",3,6.00,2.100,12.80,4600,p,,1302
TV,3,c,"4",3,12.00,1.000,5.80,707,p,,1302
TV,3,c,"400",3,6.00,2.200,13.10,5074,p,,1302
TV,3,c,"500",3,6.00,2.400,14.30,6370,p,,1302
TV,3,c,"6",3,12.00,0.800,4.60,495,p,,1302
TV,3,c,"8",3,14.00,0.700,4.10,348,p,,1302
TX,1,c,"1",0,0.00,,2.00,329,p,,1302
TX,1,c,"1/0",0,0.00,,2.20,404,p,,1302
TX,1,c,"10",0,0.00,,0.70,42,p,,1302
TX,1,c,"1000",0,0.00,,5.60,3430,p,,1302
TX,1,c,"12",0,0.00,,0.60,28,p,,1302
TX,1,c,"14",0,0.00,,0.60,20,p,,1302
TX,1,c,"16",0,0.00,,0.50,14,p,,1302
TX,1,c,"18",0,0.00,,0.40,10,p,,1302
TX,1,c,"2",0,0.00,,1.70,252,p,,1302
TX,1,c,"2/0",0,0.00,,2.40,498,p,,1302
TX,1,c,"20",0,0.00,,0.40,8,p,,1302
TX,1,c,"250",0,0.00,,3.20,910,p,,1302
TX,1,c,"3/0",0,0.00,,2.60,614,p,,1302
TX,1,c,"350",0,0.00,,3.60,1250,p,,1302
TX,1,c,"4",0,0.00,,1.50,168,p,,1302
TX,1,c,"4/0",0,0.00,,2.90,753,p,,1302
TX,1,c,"500",0,0.00,,4.10,1730,p,,1302
TX,1,c,"6",0,0.00,,1.30,114,p,,1302
TX,1,c,"600",0,0.00,,4.50,2130,p,,1302
TX,1,c,"750",0,0.00,,4.90,2600,p,,1302
TX,1,c,"8",0,0.00,,1.00,70,p,,1302
UP,1,c,"0.75",0,0.00,2.600,6.60,12,p,,1301
UP,1,c,"1",0,0.00,2.700,6.90,14,p,,1301
